plot_id,image_file_name,run_id,camera_sn,absolute_sensor_longitude,absolute_sensor_latitude,sampling_time_utc,sampling_date,AWNS,plot_name,rep
16ASH00001,0671720638_20160510_135649_IMG_0339.JPG,phemu_20160510_194706_20160510_211840,CAM_0671720638,NA,NA,20:01:23,2016-05-10,AWNED,HAWKEN,1
16ASH00001,0671720440_20160510_135732_IMG_0337.JPG,phemu_20160510_194706_20160510_211840,CAM_0671720440,NA,NA,20:01:24,2016-05-10,AWNED,HAWKEN,1
16ASH00001,0671720440_20160510_135732_IMG_0335.JPG,phemu_20160510_194706_20160510_211840,CAM_0671720440,NA,NA,20:01:22,2016-05-10,AWNED,HAWKEN,1
16ASH00001,0671720638_20160510_135649_IMG_0338.JPG,phemu_20160510_194706_20160510_211840,CAM_0671720638,NA,NA,20:01:22,2016-05-10,AWNED,HAWKEN,1
16ASH00001,0671720638_20160510_135649_IMG_0340.JPG,phemu_20160510_194706_20160510_211840,CAM_0671720638,NA,NA,20:01:24,2016-05-10,AWNED,HAWKEN,1
16ASH00001,0771708037_20160510_145639_IMG_0332.JPG,phemu_20160510_194706_20160510_211840,CAM_0771708037,NA,NA,20:01:23,2016-05-10,AWNED,HAWKEN,1
16ASH00001,0671720440_20160510_135732_IMG_0336.JPG,phemu_20160510_194706_20160510_211840,CAM_0671720440,NA,NA,20:01:23,2016-05-10,AWNED,HAWKEN,1
16ASH00001,0771708037_20160510_145639_IMG_0333.JPG,phemu_20160510_194706_20160510_211840,CAM_0771708037,NA,NA,20:01:24,2016-05-10,AWNED,HAWKEN,1
16ASH00001,0771708037_20160510_145639_IMG_0331.JPG,phemu_20160510_194706_20160510_211840,CAM_0771708037,NA,NA,20:01:23,2016-05-10,AWNED,HAWKEN,1
16ASH00002,0671720638_20160510_135649_IMG_0403.JPG,phemu_20160510_194706_20160510_211840,CAM_0671720638,NA,NA,20:02:15,2016-05-10,AWNED,MACE,1
16ASH00002,0671720440_20160510_135732_IMG_0401.JPG,phemu_20160510_194706_20160510_211840,CAM_0671720440,NA,NA,20:02:16,2016-05-10,AWNED,MACE,1
