plot_id,image_file_name,run_id,camera_sn,absolute_sensor_longitude,absolute_sensor_latitude,sampling_time_utc,sampling_date,PCTHEAD,plot_name,rep
17ASH20001,3671509273_20170421_102847_IMG_0390.JPG,phemu_20170421_152705_20170421_171058,CAM_3671509273,-96.6191694109,39.1328744492,15:32:28,2017-04-21,48,U6202-362,1
17ASH20001,3671510201_20170421_102855_IMG_0392.JPG,phemu_20170421_152705_20170421_171058,CAM_3671510201,-96.6191694553,39.1328803423,15:32:28,2017-04-21,48,U6202-362,1
17ASH20001,3671509273_20170421_102847_IMG_0389.JPG,phemu_20170421_152705_20170421_171058,CAM_3671509273,-96.6191696169,39.1328782915,15:32:28,2017-04-21,48,U6202-362,1
17ASH20001,3671510201_20170421_102855_IMG_0394.JPG,phemu_20170421_152705_20170421_171058,CAM_3671510201,-96.6191691686,39.1328730568,15:32:29,2017-04-21,48,U6202-362,1
17ASH20001,3671510201_20170421_102855_IMG_0391.JPG,phemu_20170421_152705_20170421_171058,CAM_3671510201,-96.6191694377,39.1328839548,15:32:27,2017-04-21,48,U6202-362,1
17ASH20001,0671720440_20170421_093038_IMG_0387.JPG,phemu_20170421_152705_20170421_171058,CAM_0671720440,-96.6191696681,39.1328726525,15:32:29,2017-04-21,48,U6202-362,1
17ASH20001,0671720440_20170421_093038_IMG_0386.JPG,phemu_20170421_152705_20170421_171058,CAM_0671720440,-96.619169293,39.1328762307,15:32:28,2017-04-21,48,U6202-362,1
17ASH20001,3671510201_20170421_102855_IMG_0393.JPG,phemu_20170421_152705_20170421_171058,CAM_3671510201,-96.6191695589,39.1328765785,15:32:29,2017-04-21,48,U6202-362,1
17ASH20001,3671509273_20170421_102847_IMG_0387.JPG,phemu_20170421_152705_20170421_171058,CAM_3671509273,-96.6191695327,39.1328855965,15:32:26,2017-04-21,48,U6202-362,1
17ASH20001,0671720440_20170421_093038_IMG_0385.JPG,phemu_20170421_152705_20170421_171058,CAM_0671720440,-96.6191696213,39.1328798772,15:32:27,2017-04-21,48,U6202-362,1
17ASH20001,0671720440_20170421_093038_IMG_0384.JPG,phemu_20170421_152705_20170421_171058,CAM_0671720440,-96.6191696606,39.1328835179,15:32:26,2017-04-21,48,U6202-362,1
17ASH20001,3671509273_20170421_102847_IMG_0388.JPG,phemu_20170421_152705_20170421_171058,CAM_3671509273,-96.6191694499,39.1328818738,15:32:27,2017-04-21,48,U6202-362,1
