plot_id,image_file_name,run_id,camera_sn,absolute_sensor_longitude,absolute_sensor_latitude,sampling_time_utc,sampling_date,PCTHEAD,plot_name,rep
17ASH10002,3671509273_20170505_102436_IMG_0640.JPG,phemu_20170505_152247_20170505_170635,CAM_3671509273,-96.6197933165,39.1329893755,15:31:42,2017-05-05,100,CHISHOLM,1
17ASH10002,3671509273_20170505_102436_IMG_0641.JPG,phemu_20170505_152247_20170505_170635,CAM_3671509273,-96.6197934641,39.1329959825,15:31:42,2017-05-05,100,CHISHOLM,1
17ASH10002,3671510201_20170505_102449_IMG_0644.JPG,phemu_20170505_152247_20170505_170635,CAM_3671510201,-96.6197935223,39.1329994073,15:31:43,2017-05-05,100,CHISHOLM,1
17ASH10002,3671510201_20170505_102449_IMG_0643.JPG,phemu_20170505_152247_20170505_170635,CAM_3671510201,-96.6197935286,39.1329926953,15:31:42,2017-05-05,100,CHISHOLM,1
17ASH10002,0671720440_20170505_092632_IMG_0638.JPG,phemu_20170505_152247_20170505_170635,CAM_0671720440,-96.6197935506,39.1329913534,15:31:42,2017-05-05,100,CHISHOLM,1
17ASH10002,0671720440_20170505_092632_IMG_0639.JPG,phemu_20170505_152247_20170505_170635,CAM_0671720440,-96.6197938035,39.1329982689,15:31:43,2017-05-05,100,CHISHOLM,1
17ASH10003,0671720440_20170505_092632_IMG_0684.JPG,phemu_20170505_152247_20170505_170635,CAM_0671720440,-96.6198130268,39.1329691643,15:32:19,2017-05-05,32,DODGE,1
17ASH10003,0671720440_20170505_092632_IMG_0685.JPG,phemu_20170505_152247_20170505_170635,CAM_0671720440,-96.6198132509,39.1329656011,15:32:20,2017-05-05,32,DODGE,1
17ASH10003,0671720440_20170505_092632_IMG_0686.JPG,phemu_20170505_152247_20170505_170635,CAM_0671720440,-96.6198134723,39.132962119,15:32:21,2017-05-05,32,DODGE,1
17ASH10003,0671720440_20170505_092632_IMG_0687.JPG,phemu_20170505_152247_20170505_170635,CAM_0671720440,-96.6198135562,39.1329585979,15:32:22,2017-05-05,32,DODGE,1
17ASH10003,3671509273_20170505_102436_IMG_0689.JPG,phemu_20170505_152247_20170505_170635,CAM_3671509273,-96.6198136829,39.1329596456,15:32:21,2017-05-05,32,DODGE,1
17ASH10003,3671510201_20170505_102449_IMG_0690.JPG,phemu_20170505_152247_20170505_170635,CAM_3671510201,-96.6198133419,39.1329656481,15:32:20,2017-05-05,32,DODGE,1
17ASH10003,3671510201_20170505_102449_IMG_0691.JPG,phemu_20170505_152247_20170505_170635,CAM_3671510201,-96.6198134428,39.1329623076,15:32:21,2017-05-05,32,DODGE,1
17ASH10003,3671510201_20170505_102449_IMG_0692.JPG,phemu_20170505_152247_20170505_170635,CAM_3671510201,-96.6198128073,39.1329588529,15:32:22,2017-05-05,32,DODGE,1
17ASH10003,3671509273_20170505_102436_IMG_0687.JPG,phemu_20170505_152247_20170505_170635,CAM_3671509273,-96.6198131448,39.1329666891,15:32:20,2017-05-05,32,DODGE,1
17ASH10003,3671509273_20170505_102436_IMG_0690.JPG,phemu_20170505_152247_20170505_170635,CAM_3671509273,-96.6198129828,39.1329560455,15:32:22,2017-05-05,32,DODGE,1
17ASH10003,3671510201_20170505_102449_IMG_0689.JPG,phemu_20170505_152247_20170505_170635,CAM_3671510201,-96.6198130493,39.1329691828,15:32:20,2017-05-05,32,DODGE,1
17ASH10003,3671509273_20170505_102436_IMG_0686.JPG,phemu_20170505_152247_20170505_170635,CAM_3671509273,-96.6198130473,39.1329702729,15:32:19,2017-05-05,32,DODGE,1
17ASH10003,3671509273_20170505_102436_IMG_0688.JPG,phemu_20170505_152247_20170505_170635,CAM_3671509273,-96.6198135661,39.1329631119,15:32:21,2017-05-05,32,DODGE,1
