plot_id,image_file_name,run_id,camera_sn,absolute_sensor_longitude,absolute_sensor_latitude,sampling_time_utc,sampling_date,PCTHEAD,plot_name,rep
17ASH20001,3671510201_20170423_114543_IMG_0058.JPG,phemu_20170423_164349_20170423_182856,CAM_3671510201,-96.6191691267,39.1328739569,16:44:45,2017-04-23,62,U6202-362,1
17ASH20001,3671510201_20170423_114543_IMG_0059.JPG,phemu_20170423_164349_20170423_182856,CAM_3671510201,-96.6191693346,39.1328715646,16:44:46,2017-04-23,62,U6202-362,1
17ASH20001,0671720440_20170423_104723_IMG_0049.JPG,phemu_20170423_164349_20170423_182856,CAM_0671720440,-96.6191695348,39.1328848487,16:44:40,2017-04-23,62,U6202-362,1
17ASH20001,0671720440_20170423_104723_IMG_0050.JPG,phemu_20170423_164349_20170423_182856,CAM_0671720440,-96.61916943,39.1328831528,16:44:41,2017-04-23,62,U6202-362,1
17ASH20001,3671509273_20170423_114529_IMG_0055.JPG,phemu_20170423_164349_20170423_182856,CAM_3671509273,-96.6191694324,39.1328858287,16:44:40,2017-04-23,62,U6202-362,1
17ASH20001,3671509273_20170423_114529_IMG_0060.JPG,phemu_20170423_164349_20170423_182856,CAM_3671509273,-96.6191693478,39.1328759795,16:44:44,2017-04-23,62,U6202-362,1
17ASH20001,3671509273_20170423_114529_IMG_0056.JPG,phemu_20170423_164349_20170423_182856,CAM_3671509273,-96.619169622,39.1328839766,16:44:41,2017-04-23,62,U6202-362,1
17ASH20001,3671509273_20170423_114529_IMG_0057.JPG,phemu_20170423_164349_20170423_182856,CAM_3671509273,-96.6191694168,39.1328821705,16:44:41,2017-04-23,62,U6202-362,1
17ASH20001,3671509273_20170423_114529_IMG_0059.JPG,phemu_20170423_164349_20170423_182856,CAM_3671509273,-96.6191699013,39.1328780901,16:44:43,2017-04-23,62,U6202-362,1
17ASH20001,3671509273_20170423_114529_IMG_0062.JPG,phemu_20170423_164349_20170423_182856,CAM_3671509273,-96.6191693242,39.1328718707,16:44:45,2017-04-23,62,U6202-362,1
17ASH20001,3671510201_20170423_114543_IMG_0053.JPG,phemu_20170423_164349_20170423_182856,CAM_3671510201,-96.6191695016,39.1328841183,16:44:41,2017-04-23,62,U6202-362,1
17ASH20001,3671510201_20170423_114543_IMG_0054.JPG,phemu_20170423_164349_20170423_182856,CAM_3671510201,-96.6191694126,39.1328822965,16:44:42,2017-04-23,62,U6202-362,1
17ASH20001,3671510201_20170423_114543_IMG_0056.JPG,phemu_20170423_164349_20170423_182856,CAM_3671510201,-96.6191696926,39.1328781038,16:44:43,2017-04-23,62,U6202-362,1
17ASH20001,3671510201_20170423_114543_IMG_0052.JPG,phemu_20170423_164349_20170423_182856,CAM_3671510201,-96.6191694999,39.1328858841,16:44:40,2017-04-23,62,U6202-362,1
17ASH20001,0671720440_20170423_104723_IMG_0052.JPG,phemu_20170423_164349_20170423_182856,CAM_0671720440,-96.6191697061,39.1328790771,16:44:43,2017-04-23,62,U6202-362,1
17ASH20001,0671720440_20170423_104723_IMG_0053.JPG,phemu_20170423_164349_20170423_182856,CAM_0671720440,-96.6191696356,39.1328770485,16:44:43,2017-04-23,62,U6202-362,1
17ASH20001,0671720440_20170423_104723_IMG_0051.JPG,phemu_20170423_164349_20170423_182856,CAM_0671720440,-96.6191695201,39.1328811635,16:44:42,2017-04-23,62,U6202-362,1
17ASH20001,3671509273_20170423_114529_IMG_0058.JPG,phemu_20170423_164349_20170423_182856,CAM_3671509273,-96.6191695152,39.1328802805,16:44:42,2017-04-23,62,U6202-362,1
17ASH20001,3671510201_20170423_114543_IMG_0057.JPG,phemu_20170423_164349_20170423_182856,CAM_3671510201,-96.619169143,39.1328758762,16:44:44,2017-04-23,62,U6202-362,1
17ASH20001,0671720440_20170423_104723_IMG_0055.JPG,phemu_20170423_164349_20170423_182856,CAM_0671720440,-96.6191693207,39.1328726634,16:44:45,2017-04-23,62,U6202-362,1
17ASH20001,0671720440_20170423_104723_IMG_0054.JPG,phemu_20170423_164349_20170423_182856,CAM_0671720440,-96.6191691466,39.1328747411,16:44:44,2017-04-23,62,U6202-362,1
17ASH20001,3671510201_20170423_114543_IMG_0055.JPG,phemu_20170423_164349_20170423_182856,CAM_3671510201,-96.6191695976,39.1328802371,16:44:42,2017-04-23,62,U6202-362,1
17ASH20001,3671509273_20170423_114529_IMG_0061.JPG,phemu_20170423_164349_20170423_182856,CAM_3671509273,-96.6191691559,39.1328737773,16:44:45,2017-04-23,62,U6202-362,1
17ASH20002,3671510201_20170423_114543_IMG_0606.JPG,phemu_20170423_164349_20170423_182856,CAM_3671510201,-96.6191899719,39.1328729413,16:52:11,2017-04-23,15,U6202-079,1
17ASH20002,3671510201_20170423_114543_IMG_0609.JPG,phemu_20170423_164349_20170423_182856,CAM_3671510201,-96.6191899936,39.1328829424,16:52:13,2017-04-23,15,U6202-079,1
17ASH20002,3671510201_20170423_114543_IMG_0607.JPG,phemu_20170423_164349_20170423_182856,CAM_3671510201,-96.619190152,39.1328761794,16:52:12,2017-04-23,15,U6202-079,1
17ASH20002,0671720440_20170423_104723_IMG_0602.JPG,phemu_20170423_164349_20170423_182856,CAM_0671720440,-96.6191898532,39.1328720019,16:52:10,2017-04-23,15,U6202-079,1
17ASH20002,0671720440_20170423_104723_IMG_0605.JPG,phemu_20170423_164349_20170423_182856,CAM_0671720440,-96.6191900552,39.1328817994,16:52:13,2017-04-23,15,U6202-079,1
17ASH20002,3671509273_20170423_114529_IMG_0609.JPG,phemu_20170423_164349_20170423_182856,CAM_3671509273,-96.6191899537,39.1328734815,16:52:11,2017-04-23,15,U6202-079,1
17ASH20002,0671720440_20170423_104723_IMG_0603.JPG,phemu_20170423_164349_20170423_182856,CAM_0671720440,-96.6191901492,39.1328752334,16:52:11,2017-04-23,15,U6202-079,1
17ASH20002,3671509273_20170423_114529_IMG_0611.JPG,phemu_20170423_164349_20170423_182856,CAM_3671509273,-96.6191901582,39.1328801167,16:52:12,2017-04-23,15,U6202-079,1
17ASH20002,3671509273_20170423_114529_IMG_0610.JPG,phemu_20170423_164349_20170423_182856,CAM_3671509273,-96.6191901454,39.1328767199,16:52:12,2017-04-23,15,U6202-079,1
17ASH20002,3671510201_20170423_114543_IMG_0608.JPG,phemu_20170423_164349_20170423_182856,CAM_3671510201,-96.6191901648,39.1328795763,16:52:12,2017-04-23,15,U6202-079,1
