plot_id,image_file_name,run_id,camera_sn,absolute_sensor_longitude,absolute_sensor_latitude,sampling_time_utc,sampling_date,PCTHEAD,plot_name,rep
17ASH10002,3671509273_20170427_094805_IMG_0461.JPG,phemu_20170427_144621_20170427_160522,CAM_3671509273,-96.6197923577,39.1329986087,14:52:45,2017-04-27,35,CHISHOLM,1
17ASH10002,3671509273_20170427_094805_IMG_0459.JPG,phemu_20170427_144621_20170427_160522,CAM_3671509273,-96.6197929894,39.1329891256,14:52:44,2017-04-27,35,CHISHOLM,1
17ASH10002,3671509273_20170427_094805_IMG_0460.JPG,phemu_20170427_144621_20170427_160522,CAM_3671509273,-96.6197928783,39.1329937992,14:52:45,2017-04-27,35,CHISHOLM,1
17ASH10002,0671720440_20170427_084957_IMG_0458.JPG,phemu_20170427_144621_20170427_160522,CAM_0671720440,-96.6197927388,39.1329955352,14:52:45,2017-04-27,35,CHISHOLM,1
17ASH10002,3671510201_20170427_094815_IMG_0462.JPG,phemu_20170427_144621_20170427_160522,CAM_3671510201,-96.6197930313,39.1329882255,14:52:44,2017-04-27,35,CHISHOLM,1
17ASH10002,3671510201_20170427_094815_IMG_0463.JPG,phemu_20170427_144621_20170427_160522,CAM_3671510201,-96.6197929317,39.1329928994,14:52:45,2017-04-27,35,CHISHOLM,1
17ASH10002,0671720440_20170427_084957_IMG_0457.JPG,phemu_20170427_144621_20170427_160522,CAM_0671720440,-96.6197927608,39.1329907606,14:52:44,2017-04-27,35,CHISHOLM,1
17ASH10002,0671720440_20170427_084957_IMG_0459.JPG,phemu_20170427_144621_20170427_160522,CAM_0671720440,-96.6197922188,39.1330003267,14:52:46,2017-04-27,35,CHISHOLM,1
17ASH10002,3671510201_20170427_094815_IMG_0464.JPG,phemu_20170427_144621_20170427_160522,CAM_3671510201,-96.6197924227,39.1329977091,14:52:45,2017-04-27,35,CHISHOLM,1
17ASH10003,3671509273_20170427_094805_IMG_0504.JPG,phemu_20170427_144621_20170427_160522,CAM_3671509273,-96.6198131363,39.1329576704,14:53:20,2017-04-27,0,DODGE,1
17ASH10003,0671720440_20170427_084957_IMG_0501.JPG,phemu_20170427_144621_20170427_160522,CAM_0671720440,-96.6198138899,39.1329613977,14:53:20,2017-04-27,0,DODGE,1
17ASH10003,3671509273_20170427_094805_IMG_0502.JPG,phemu_20170427_144621_20170427_160522,CAM_3671509273,-96.6198136464,39.1329682851,14:53:19,2017-04-27,0,DODGE,1
17ASH10003,3671509273_20170427_094805_IMG_0503.JPG,phemu_20170427_144621_20170427_160522,CAM_3671509273,-96.6198137289,39.1329630882,14:53:20,2017-04-27,0,DODGE,1
17ASH10003,0671720440_20170427_084957_IMG_0500.JPG,phemu_20170427_144621_20170427_160522,CAM_0671720440,-96.619813533,39.1329664989,14:53:19,2017-04-27,0,DODGE,1
17ASH10003,3671510201_20170427_094815_IMG_0505.JPG,phemu_20170427_144621_20170427_160522,CAM_3671510201,-96.6198136392,39.1329691859,14:53:19,2017-04-27,0,DODGE,1
17ASH10003,3671510201_20170427_094815_IMG_0506.JPG,phemu_20170427_144621_20170427_160522,CAM_3671510201,-96.6198137101,39.1329639888,14:53:20,2017-04-27,0,DODGE,1
17ASH10003,3671510201_20170427_094815_IMG_0507.JPG,phemu_20170427_144621_20170427_160522,CAM_3671510201,-96.6198131291,39.1329585712,14:53:20,2017-04-27,0,DODGE,1
