plot_id,image_file_name,run_id,camera_sn,absolute_sensor_longitude,absolute_sensor_latitude,sampling_time_utc,sampling_date,PCTHEAD,plot_name,rep
17ASH20001,0671720440_20170502_134910_IMG_0027.JPG,phemu_20170502_194532_20170502_212107,CAM_0671720440,-96.6191692626,39.1328726713,19:46:06,2017-05-02,100,U6202-362,1
17ASH20001,0671720440_20170502_134910_IMG_0026.JPG,phemu_20170502_194532_20170502_212107,CAM_0671720440,-96.6191695759,39.1328753895,19:46:05,2017-05-02,100,U6202-362,1
17ASH20001,3671509273_20170502_144715_IMG_0026.JPG,phemu_20170502_194532_20170502_212107,CAM_3671509273,-96.6191696341,39.1328832741,19:46:03,2017-05-02,100,U6202-362,1
17ASH20001,3671509273_20170502_144715_IMG_0027.JPG,phemu_20170502_194532_20170502_212107,CAM_3671509273,-96.6191694635,39.1328804416,19:46:04,2017-05-02,100,U6202-362,1
17ASH20001,0671720440_20170502_134910_IMG_0025.JPG,phemu_20170502_194532_20170502_212107,CAM_0671720440,-96.6191697559,39.1328782853,19:46:04,2017-05-02,100,U6202-362,1
17ASH20001,3671510201_20170502_144725_IMG_0034.JPG,phemu_20170502_194532_20170502_212107,CAM_3671510201,-96.6191691891,39.1328741654,19:46:06,2017-05-02,100,U6202-362,1
17ASH20001,3671509273_20170502_144715_IMG_0029.JPG,phemu_20170502_194532_20170502_212107,CAM_3671509273,-96.6191694727,39.1328746757,19:46:05,2017-05-02,100,U6202-362,1
17ASH20001,3671510201_20170502_144725_IMG_0031.JPG,phemu_20170502_194532_20170502_212107,CAM_3671510201,-96.6191693944,39.1328828367,19:46:03,2017-05-02,100,U6202-362,1
17ASH20001,0671720440_20170502_134910_IMG_0023.JPG,phemu_20170502_194532_20170502_212107,CAM_0671720440,-96.6191696622,39.1328841576,19:46:03,2017-05-02,100,U6202-362,1
17ASH20001,3671509273_20170502_144715_IMG_0030.JPG,phemu_20170502_194532_20170502_212107,CAM_3671509273,-96.6191693623,39.1328717723,19:46:06,2017-05-02,100,U6202-362,1
17ASH20001,3671510201_20170502_144725_IMG_0033.JPG,phemu_20170502_194532_20170502_212107,CAM_3671510201,-96.6191693993,39.1328768545,19:46:05,2017-05-02,100,U6202-362,1
17ASH20001,3671510201_20170502_144725_IMG_0030.JPG,phemu_20170502_194532_20170502_212107,CAM_3671510201,-96.6191695887,39.1328856517,19:46:03,2017-05-02,100,U6202-362,1
17ASH20001,0671720440_20170502_134910_IMG_0024.JPG,phemu_20170502_194532_20170502_212107,CAM_0671720440,-96.6191694675,39.1328813517,19:46:03,2017-05-02,100,U6202-362,1
17ASH20001,3671509273_20170502_144715_IMG_0028.JPG,phemu_20170502_194532_20170502_212107,CAM_3671509273,-96.6191697598,39.1328774835,19:46:04,2017-05-02,100,U6202-362,1
